Team1,Team2,odd_W,odd_L_1,sport,odd_L_2
gs,sa,1.83,2.0,basket,0.0
gs,okc,1.83,2.0,basket,0.0
gs,no,1.83,2.0,basket,0.0
gs,phi,1.83,2.0,basket,0.0
gs,lal,1.83,2.0,basket,0.0
gs,det,1.83,2.0,basket,0.0
gs,hou,1.83,2.0,basket,0.0
gs,mia,1.83,2.0,basket,0.0
gs,den,1.69,2.25,basket,0.0
gs,ind,1.69,2.25,basket,0.0
gs,okc,1.69,2.25,basket,0.0
gs,lal,1.69,2.25,basket,0.0
gs,por,1.69,2.25,basket,0.0
gs,phi,1.59,2.5,basket,0.0
gs,cle,1.56,2.5,basket,0.0
gs,por,1.59,2.5,basket,0.0
gs,orl,1.59,2.5,basket,0.0
gs,mem,1.59,2.5,basket,0.0
gs,bkn,1.49,2.75,basket,0.0
gs,phx,1.5,2.75,basket,0.0
gs,okc,1.5,2.75,basket,0.0
gs,phx,1.47,2.75,basket,0.0
gs,lac,1.5,2.75,basket,0.0
gs,okc,1.5,2.75,basket,0.0
gs,sa,1.5,2.75,basket,0.0
gs,bos,1.5,2.75,basket,0.0
gs,sa,1.48,2.75,basket,0.0
gs,sac,1.48,2.75,basket,0.0
gs,min,1.48,2.75,basket,0.0
gs,dal,1.48,2.75,basket,0.0
gs,lac,1.42,3.0,basket,0.0
gs,lal,1.4,3.0,basket,0.0
gs,sa,1.42,3.0,basket,0.0
gs,cha,1.42,3.0,basket,0.0
gs,den,1.42,3.0,basket,0.0
gs,mia,1.42,3.0,basket,0.0
gs,dal,1.42,3.0,basket,0.0
gs,min,1.42,3.0,basket,0.0
gs,por,1.42,3.0,basket,0.0
gs,cle,1.42,3.0,basket,0.0
gs,lac,1.42,3.0,basket,0.0
gs,atl,1.38,3.25,basket,0.0
gs,min,1.33,3.5,basket,0.0
gs,sa,1.34,3.5,basket,0.0
gs,min,1.33,3.5,basket,0.0
gs,phx,1.33,3.5,basket,0.0
gs,wsh,1.32,3.5,basket,0.0
gs,bos,1.32,3.5,basket,0.0
gs,mil,1.33,3.5,basket,0.0
gs,no,1.33,3.5,basket,0.0
gs,dal,1.31,3.75,basket,0.0
gs,por,1.25,4.0,basket,0.0
gs,utah,1.25,4.0,basket,0.0
gs,min,1.25,4.0,basket,0.0
gs,mem,1.26,4.0,basket,0.0
gs,bkn,1.25,4.0,basket,0.0
gs,no,1.28,4.0,basket,0.0
gs,sa,1.25,4.0,basket,0.0
gs,sac,1.28,4.0,basket,0.0
gs,okc,1.28,4.0,basket,0.0
gs,ind,1.25,4.0,basket,0.0
gs,phx,1.25,4.25,basket,0.0
gs,den,1.24,4.25,basket,0.0
gs,lal,1.22,4.25,basket,0.0
gs,lal,1.22,4.25,basket,0.0
gs,cha,1.24,4.5,basket,0.0
gs,tor,1.22,4.5,basket,0.0
gs,utah,1.22,4.5,basket,0.0
gs,utah,1.22,4.5,basket,0.0
gs,no,1.22,4.5,basket,0.0
gs,hou,1.24,4.5,basket,0.0
gs,min,1.24,4.5,basket,0.0
gs,det,1.21,4.75,basket,0.0
gs,hou,1.2,4.75,basket,0.0
gs,lac,1.22,4.75,basket,0.0
gs,okc,1.22,4.75,basket,0.0
gs,den,1.22,4.75,basket,0.0
gs,orl,1.21,4.75,basket,0.0
gs,hou,1.2,4.75,basket,0.0
gs,utah,1.18,5.0,basket,0.0
gs,phi,1.2,5.0,basket,0.0
gs,wsh,1.2,5.0,basket,0.0
gs,sac,1.2,5.0,basket,0.0
gs,por,1.2,5.0,basket,0.0
gs,hou,1.2,5.0,basket,0.0
gs,no,1.2,5.0,basket,0.0
gs,phx,1.19,5.0,basket,0.0
gs,min,1.17,5.25,basket,0.0
gs,mem,1.17,5.25,basket,0.0
gs,det,1.17,5.25,basket,0.0
gs,mia,1.18,5.25,basket,0.0
gs,lal,1.17,5.25,basket,0.0
gs,mem,1.18,5.25,basket,0.0
gs,tor,1.19,5.25,basket,0.0
gs,tor,1.18,5.25,basket,0.0
gs,no,1.17,5.25,basket,0.0
gs,sa,1.15,5.5,basket,0.0
gs,lac,1.17,5.5,basket,0.0
gs,hou,1.17,5.5,basket,0.0
gs,bkn,1.18,5.5,basket,0.0
gs,okc,1.15,5.5,basket,0.0
gs,sa,1.17,5.5,basket,0.0
gs,cle,1.17,5.5,basket,0.0
gs,dal,1.15,5.5,basket,0.0
gs,mem,1.18,5.5,basket,0.0
gs,wsh,1.15,5.5,basket,0.0
gs,phx,1.17,5.75,basket,0.0
gs,phx,1.15,5.75,basket,0.0
gs,hou,1.15,5.75,basket,0.0
gs,cha,1.15,5.75,basket,0.0
gs,mil,1.16,6.0,basket,0.0
gs,no,1.14,6.0,basket,0.0
gs,ind,1.14,6.0,basket,0.0
gs,dal,1.14,6.0,basket,0.0
gs,cle,1.14,6.0,basket,0.0
gs,lac,1.14,6.0,basket,0.0
gs,lac,1.14,6.0,basket,0.0
gs,lac,1.13,6.25,basket,0.0
gs,mil,1.13,6.25,basket,0.0
gs,hou,1.14,6.25,basket,0.0
gs,bos,1.13,6.25,basket,0.0
gs,okc,1.12,6.25,basket,0.0
gs,sa,1.13,6.25,basket,0.0
gs,cha,1.14,6.25,basket,0.0
gs,wsh,1.13,6.5,basket,0.0
gs,min,1.13,6.5,basket,0.0
gs,sac,1.13,6.5,basket,0.0
gs,sa,1.13,6.5,basket,0.0
gs,mem,1.12,6.75,basket,0.0
gs,lac,1.12,6.75,basket,0.0
gs,wsh,1.11,7.0,basket,0.0
gs,sac,1.12,7.0,basket,0.0
gs,atl,1.11,7.0,basket,0.0
gs,wsh,1.12,7.0,basket,0.0
gs,okc,1.11,7.0,basket,0.0
gs,dal,1.11,7.0,basket,0.0
gs,lal,1.11,7.0,basket,0.0
gs,dal,1.11,7.0,basket,0.0
gs,wsh,1.13,7.0,basket,0.0
gs,no,1.11,7.0,basket,0.0
gs,cha,1.11,7.0,basket,0.0
gs,por,1.11,7.0,basket,0.0
gs,hou,1.1,7.5,basket,0.0
gs,sac,1.1,7.5,basket,0.0
gs,atl,1.1,7.5,basket,0.0
gs,lac,1.1,7.5,basket,0.0
gs,no,1.1,7.5,basket,0.0
gs,por,1.1,7.5,basket,0.0
gs,sa,1.1,7.5,basket,0.0
gs,wsh,1.11,7.5,basket,0.0
gs,por,1.11,7.75,basket,0.0
gs,sac,1.09,8.0,basket,0.0
gs,tor,1.09,8.0,basket,0.0
gs,min,1.1,8.0,basket,0.0
gs,lal,1.09,8.0,basket,0.0
gs,min,1.09,8.0,basket,0.0
gs,sac,1.09,8.0,basket,0.0
gs,lac,1.09,8.5,basket,0.0
gs,ind,1.08,8.5,basket,0.0
gs,utah,1.08,8.5,basket,0.0
gs,cha,1.09,8.5,basket,0.0
gs,no,1.09,8.5,basket,0.0
gs,phx,1.08,8.5,basket,0.0
gs,lal,1.08,8.5,basket,0.0
gs,min,1.07,9.0,basket,0.0
gs,det,1.08,9.0,basket,0.0
gs,okc,1.08,9.0,basket,0.0
gs,lac,1.07,9.0,basket,0.0
gs,wsh,1.07,9.0,basket,0.0
gs,phi,1.07,9.0,basket,0.0
gs,hou,1.07,9.0,basket,0.0
gs,dal,1.07,9.5,basket,0.0
gs,por,1.07,9.5,basket,0.0
gs,mil,1.07,9.5,basket,0.0
gs,lac,1.06,10.0,basket,0.0
gs,cle,1.07,10.0,basket,0.0
gs,no,1.07,10.0,basket,0.0
gs,por,1.06,10.0,basket,0.0
gs,mia,1.06,10.0,basket,0.0
gs,mil,1.06,10.0,basket,0.0
gs,lal,1.06,10.0,basket,0.0
gs,por,1.06,10.0,basket,0.0
gs,det,1.06,10.0,basket,0.0
gs,lal,1.07,10.0,basket,0.0
gs,mem,1.06,10.0,basket,0.0
gs,mia,1.06,10.5,basket,0.0
gs,orl,1.06,10.5,basket,0.0
gs,sac,1.07,10.5,basket,0.0
gs,no,1.07,10.5,basket,0.0
gs,atl,1.06,10.5,basket,0.0
gs,mia,1.05,11.0,basket,0.0
gs,orl,1.05,11.0,basket,0.0
gs,den,1.06,11.0,basket,0.0
gs,mia,1.05,11.0,basket,0.0
gs,det,1.05,11.0,basket,0.0
gs,por,1.05,11.0,basket,0.0
gs,okc,1.05,11.0,basket,0.0
gs,orl,1.05,11.0,basket,0.0
gs,min,1.05,11.0,basket,0.0
gs,mem,1.05,11.0,basket,0.0
gs,den,1.04,11.5,basket,0.0
gs,sa,1.04,12.0,basket,0.0
gs,cha,1.04,12.0,basket,0.0
gs,chi,1.04,12.0,basket,0.0
gs,lal,1.04,12.0,basket,0.0
gs,sac,1.04,12.0,basket,0.0
gs,ind,1.05,12.0,basket,0.0
gs,utah,1.04,12.0,basket,0.0
gs,bkn,1.04,12.0,basket,0.0
gs,utah,1.04,12.0,basket,0.0
gs,den,1.03,13.0,basket,0.0
gs,cle,1.03,13.0,basket,0.0
gs,ny,1.03,13.0,basket,0.0
gs,por,1.03,13.0,basket,0.0
gs,orl,1.03,13.0,basket,0.0
gs,phx,1.03,13.0,basket,0.0
gs,lac,1.05,13.0,basket,0.0
gs,hou,1.03,13.0,basket,0.0
gs,okc,1.05,14.0,basket,0.0
gs,phx,1.03,14.0,basket,0.0
gs,por,1.03,14.0,basket,0.0
gs,phi,1.04,14.5,basket,0.0
gs,mem,1.03,16.0,basket,0.0
gs,phx,1.02,16.0,basket,0.0
gs,sac,1.02,16.0,basket,0.0
gs,phx,1.02,17.0,basket,0.0
gs,no,1.02,17.0,basket,0.0
gs,phi,1.02,17.0,basket,0.0
gs,no,1.02,17.0,basket,0.0
gs,dal,1.02,17.0,basket,0.0
gs,ny,1.02,17.0,basket,0.0
gs,min,1.02,18.0,basket,0.0
gs,ny,1.02,18.0,basket,0.0
gs,no,1.02,18.0,basket,0.0
gs,dal,1.01,19.0,basket,0.0
gs,chi,1.01,19.0,basket,0.0
gs,lal,1.01,20.0,basket,0.0
gs,dal,1.01,20.0,basket,0.0
gs,dal,1.01,21.0,basket,0.0
gs,sac,1.01,21.0,basket,0.0
gs,den,1.01,21.0,basket,0.0
gs,lal,1.01,21.0,basket,0.0
gs,phi,1.01,21.0,basket,0.0
gs,sac,1.01,21.0,basket,0.0
gs,lal,1.01,21.0,basket,0.0
gs,mem,1.01,21.0,basket,0.0
gs,phx,1.01,21.0,basket,0.0
gs,mil,1.01,21.0,basket,0.0
gs,den,4.0,1.25,basket,0.0
gs,sac,4.17,1.25,basket,0.0
gs,sa,4.3,1.25,basket,0.0
gs,okc,4.3,1.25,basket,0.0
gs,phi,4.0,1.25,basket,0.0
gs,sa,4.25,1.25,basket,0.0
gs,phx,2.7,1.5,basket,0.0
gs,den,2.75,1.5,basket,0.0
gs,dal,3.4,1.5,basket,0.0
gs,den,2.75,1.5,basket,0.0
gs,tor,2.14,1.75,basket,0.0
gs,mem,1.08,8.75,basket,0.0
gs,okc,1.07,9.25,basket,0.0
gs,bkn,1.02,30.5,basket,0.0
gs,min,1.01,33.5,basket,0.0
gs,hou,1.22,4.51,basket,0.0
gs,por,2.85,1.44,basket,0.0
gs,atl,2.85,1.44,basket,0.0
gs,mia,2.25,1.69,basket,0.0
gs,tor,2.24,1.69,basket,0.0
gs,wsh,2.25,1.69,basket,0.0
gs,mil,2.25,1.69,basket,0.0
gs,lac,2.25,1.69,basket,0.0
gs,hou,6.25,1.13,basket,0.0
gs,hou,6.5,1.13,basket,0.0
gs,phx,6.25,1.13,basket,0.0
gs,det,3.25,1.38,basket,0.0
gs,ny,3.2,1.38,basket,0.0
gs,sa,3.25,1.38,basket,0.0
gs,mil,2.4,1.63,basket,0.0
gs,utah,2.4,1.63,basket,0.0
gs,mem,2.4,1.63,basket,0.0
gs,dal,2.4,1.63,basket,0.0
gs,hou,2.35,1.63,basket,0.0
gs,ind,9.5,1.07,basket,0.0
gs,dal,9.0,1.07,basket,0.0
gs,utah,3.6,1.32,basket,0.0
gs,atl,3.6,1.32,basket,0.0
gs,hou,2.55,1.57,basket,0.0
gs,cle,2.55,1.57,basket,0.0
gs,ny,2.55,1.57,basket,0.0
gs,phx,2.55,1.57,basket,0.0
gs,hou,2.55,1.57,basket,0.0
gs,atl,1.88,2.02,basket,0.0
gs,wsh,4.1,1.26,basket,0.0
gs,por,2.7,1.51,basket,0.0
gs,lal,1.74,2.15,basket,0.0
gs,no,1.74,2.15,basket,0.0
gs,den,1.74,2.15,basket,0.0
gs,atl,1.63,2.4,basket,0.0
gs,bkn,1.63,2.4,basket,0.0
gs,lac,1.61,2.4,basket,0.0
gs,no,1.61,2.4,basket,0.0
gs,min,1.63,2.4,basket,0.0
gs,ny,1.53,2.65,basket,0.0
gs,lal,1.51,2.65,basket,0.0
gs,ind,1.54,2.65,basket,0.0
gs,det,1.45,2.9,basket,0.0
gs,utah,1.43,2.9,basket,0.0
gs,mem,1.42,2.9,basket,0.0
gs,cle,1.45,2.9,basket,0.0
gs,chi,1.45,2.9,basket,0.0
gs,cle,1.43,2.9,basket,0.0
gs,hou,1.39,3.15,basket,0.0
gs,den,1.39,3.15,basket,0.0
gs,cle,1.36,3.4,basket,0.0
gs,dal,1.36,3.4,basket,0.0
gs,por,1.34,3.4,basket,0.0
gs,lal,1.36,3.4,basket,0.0
gs,det,1.36,3.4,basket,0.0
gs,chi,1.34,3.4,basket,0.0
gs,sa,1.33,3.4,basket,0.0
gs,mia,1.33,3.4,basket,0.0
gs,orl,1.33,3.4,basket,0.0
gs,min,1.31,3.65,basket,0.0
gs,tor,1.3,3.65,basket,0.0
gs,okc,1.31,3.65,basket,0.0
gs,okc,1.29,3.9,basket,0.0
gs,por,1.29,3.9,basket,0.0
gs,no,1.29,3.9,basket,0.0
gs,sa,1.29,3.9,basket,0.0
gs,sac,1.29,3.9,basket,0.0
gs,tor,1.29,3.9,basket,0.0
gs,hou,1.27,4.05,basket,0.0
gs,lac,1.24,4.3,basket,0.0
gs,tor,1.25,4.3,basket,0.0
gs,mia,1.21,4.8,basket,0.0
gs,mem,1.21,4.8,basket,0.0
gs,por,1.18,5.3,basket,0.0
gs,bkn,1.17,5.55,basket,0.0
gs,phx,1.09,8.6,basket,0.0
gs,lal,4.75,1.2,basket,0.0
gs,sac,5.0,1.2,basket,0.0
gs,chi,2.9,1.45,basket,0.0
gs,mem,2.8,1.45,basket,0.0
gs,utah,2.9,1.45,basket,0.0
gs,bos,2.8,1.45,basket,0.0
gs,phx,2.8,1.45,basket,0.0
gs,orl,2.8,1.45,basket,0.0
gs,min,1.87,1.95,basket,0.0
gs,den,1.87,1.95,basket,0.0
gs,phi,1.04,17.45,basket,0.0
gs,orl,1.08,9.35,basket,0.0
gs,det,1.06,11.35,basket,0.0
gs,lac,1.48,2.78,basket,0.0
gs,hou,1.41,3.03,basket,0.0
gs,chi,1.21,4.81,basket,0.0
gs,ind,6.0,1.14,basket,0.0
gs,chi,6.4,1.14,basket,0.0
gs,mem,8.5,1.08,basket,0.0
gs,chi,9.0,1.08,basket,0.0
gs,chi,3.5,1.33,basket,0.0
gs,sa,3.5,1.33,basket,0.0
gs,ny,3.5,1.33,basket,0.0
gs,bos,3.4,1.33,basket,0.0
gs,ind,2.01,1.83,basket,0.0
gs,mem,2.0,1.83,basket,0.0
gs,por,2.0,1.83,basket,0.0
gs,utah,2.0,1.83,basket,0.0
gs,okc,2.0,1.83,basket,0.0
gs,phx,16.0,1.02,basket,0.0
gs,min,15.0,1.02,basket,0.0
gs,den,4.0,1.27,basket,0.0
gs,lac,2.1,1.77,basket,0.0
gs,no,2.1,1.77,basket,0.0
gs,hou,2.1,1.77,basket,0.0
gs,atl,2.1,1.77,basket,0.0
gs,mil,2.1,1.77,basket,0.0
gs,chi,2.1,1.77,basket,0.0
gs,chi,2.1,1.77,basket,0.0
gs,cle,1.24,4.34,basket,0.0
gs,utah,1.13,6.34,basket,0.0
gs,sa,1.07,9.18,basket,0.0
gs,cle,4.75,1.21,basket,0.0
gs,hou,4.64,1.21,basket,0.0
gs,atl,2.2,1.71,basket,0.0
gs,lac,2.2,1.71,basket,0.0
gs,utah,2.2,1.71,basket,0.0
gs,no,2.2,1.71,basket,0.0
gs,mil,2.2,1.71,basket,0.0
gs,den,2.2,1.71,basket,0.0
gs,no,2.2,1.71,basket,0.0
gs,ny,1.03,22.15,basket,0.0
gs,sa,1.8,2.05,basket,0.0
gs,sac,1.8,2.05,basket,0.0
gs,no,1.8,2.05,basket,0.0
gs,no,1.8,2.05,basket,0.0
gs,mia,1.8,2.05,basket,0.0
gs,atl,1.8,2.05,basket,0.0
gs,den,1.8,2.05,basket,0.0
gs,mil,1.8,2.05,basket,0.0
gs,chi,1.8,2.05,basket,0.0
gs,por,1.67,2.3,basket,0.0
gs,cle,1.67,2.3,basket,0.0
gs,den,1.67,2.3,basket,0.0
gs,det,1.67,2.3,basket,0.0
gs,den,1.67,2.3,basket,0.0
gs,phx,1.67,2.3,basket,0.0
gs,por,1.67,2.3,basket,0.0
gs,dal,1.67,2.3,basket,0.0
gs,okc,1.67,2.3,basket,0.0
gs,bkn,1.67,2.3,basket,0.0
gs,lac,1.67,2.3,basket,0.0
gs,hou,1.67,2.3,basket,0.0
gs,det,1.57,2.55,basket,0.0
gs,dal,1.57,2.55,basket,0.0
gs,utah,1.54,2.55,basket,0.0
gs,sa,1.57,2.55,basket,0.0
gs,lac,1.57,2.55,basket,0.0
gs,okc,1.57,2.55,basket,0.0
gs,mem,1.48,2.8,basket,0.0
gs,sa,1.45,2.8,basket,0.0
gs,lac,1.48,2.8,basket,0.0
gs,utah,1.45,2.8,basket,0.0
gs,por,1.45,2.8,basket,0.0
gs,bos,1.45,2.8,basket,0.0
gs,cha,1.39,3.05,basket,0.0
gs,dal,1.41,3.05,basket,0.0
gs,por,1.41,3.05,basket,0.0
gs,atl,1.37,3.3,basket,0.0
gs,den,1.36,3.3,basket,0.0
gs,ny,1.37,3.3,basket,0.0
gs,chi,1.37,3.3,basket,0.0
gs,lal,1.37,3.3,basket,0.0
gs,no,1.31,3.55,basket,0.0
gs,lal,1.32,3.55,basket,0.0
gs,sac,1.31,3.55,basket,0.0
gs,okc,1.29,3.8,basket,0.0
gs,lac,1.29,3.8,basket,0.0
gs,min,1.27,4.1,basket,0.0
gs,okc,1.27,4.1,basket,0.0
gs,lal,1.26,4.1,basket,0.0
gs,utah,1.27,4.1,basket,0.0
gs,hou,1.19,5.1,basket,0.0
gs,tor,1.19,5.1,basket,0.0
gs,ny,1.2,5.1,basket,0.0
gs,no,1.14,6.1,basket,0.0
gs,den,1.12,7.1,basket,0.0
gs,lal,1.06,10.7,basket,0.0
gs,cha,5.5,1.15,basket,0.0
gs,mem,6.0,1.15,basket,0.0
gs,sac,3.1,1.4,basket,0.0
gs,orl,3.1,1.4,basket,0.0
gs,no,3.07,1.4,basket,0.0
gs,no,3.1,1.4,basket,0.0
gs,okc,3.1,1.4,basket,0.0
gs,orl,3.0,1.4,basket,0.0
gs,lac,3.1,1.4,basket,0.0
gs,ind,2.35,1.65,basket,0.0
gs,bos,2.35,1.65,basket,0.0
gs,phx,2.35,1.65,basket,0.0
gs,den,2.35,1.65,basket,0.0
gs,mia,1.05,13.45,basket,0.0
gs,no,1.2,4.86,basket,0.0
gs,sac,8.11,1.09,basket,0.0
gs,sa,2.5,1.59,basket,0.0
gs,orl,2.5,1.59,basket,0.0
gs,den,2.5,1.59,basket,0.0
gs,phx,2.45,1.59,basket,0.0
gs,phi,2.45,1.59,basket,0.0
gs,dal,2.5,1.59,basket,0.0
gs,min,2.45,1.59,basket,0.0
gs,phx,1.08,8.97,basket,0.0
gs,por,1.32,3.56,basket,0.0
gs,sa,1.16,5.62,basket,0.0
gs,por,4.0,1.28,basket,0.0
gs,lac,2.65,1.53,basket,0.0
gs,por,2.7,1.53,basket,0.0
gs,wsh,2.7,1.53,basket,0.0
gs,lal,1.02,22.73,basket,0.0
gs,utah,1.07,9.76,basket,0.0
gs,ny,4.8,1.22,basket,0.0
gs,okc,4.7,1.22,basket,0.0
gs,por,4.5,1.22,basket,0.0
gs,mem,2.85,1.47,basket,0.0
gs,cle,1.1,7.64,basket,0.0
gs,mia,5.5,1.16,basket,0.0
gs,lac,1.91,1.91,basket,0.0
gs,okc,1.91,1.91,basket,0.0
gs,hou,1.08,8.55,basket,0.0
gs,sac,1.04,15.05,basket,0.0
gs,bos,1.01,20.1,basket,0.0
gs,no,1.71,2.2,basket,0.0
gs,ny,1.71,2.2,basket,0.0
gs,bkn,1.71,2.2,basket,0.0
gs,hou,1.71,2.2,basket,0.0
gs,sa,1.71,2.2,basket,0.0
gs,mem,1.71,2.2,basket,0.0
gs,bos,1.71,2.2,basket,0.0
gs,dal,1.61,2.45,basket,0.0
gs,orl,1.61,2.45,basket,0.0
gs,dal,1.61,2.45,basket,0.0
gs,bos,1.61,2.45,basket,0.0
gs,den,1.59,2.45,basket,0.0
gs,dal,1.61,2.45,basket,0.0
gs,okc,1.61,2.45,basket,0.0
gs,mem,1.61,2.45,basket,0.0
gs,bos,1.5,2.7,basket,0.0
gs,mia,1.51,2.7,basket,0.0
gs,bos,1.51,2.7,basket,0.0
gs,cha,1.53,2.7,basket,0.0
gs,utah,1.5,2.7,basket,0.0
gs,wsh,1.5,2.7,basket,0.0
gs,tor,1.5,2.7,basket,0.0
gs,sac,1.5,2.7,basket,0.0
gs,phi,1.43,2.95,basket,0.0
gs,phi,1.43,2.95,basket,0.0
gs,ind,1.37,3.2,basket,0.0
gs,cha,1.38,3.2,basket,0.0
gs,lac,1.38,3.2,basket,0.0
gs,sac,1.38,3.2,basket,0.0
gs,den,1.38,3.2,basket,0.0
gs,cle,1.38,3.2,basket,0.0
gs,por,1.33,3.45,basket,0.0
gs,den,1.34,3.45,basket,0.0
gs,cle,1.34,3.45,basket,0.0
gs,sac,1.3,3.7,basket,0.0
gs,sac,1.3,3.7,basket,0.0
gs,dal,1.25,4.15,basket,0.0
gs,wsh,1.24,4.4,basket,0.0
gs,lal,1.22,4.4,basket,0.0
gs,no,1.21,4.9,basket,0.0
gs,ind,1.21,4.9,basket,0.0
gs,por,1.18,5.4,basket,0.0
gs,por,1.16,5.65,basket,0.0
gs,bos,1.13,6.4,basket,0.0
gs,det,1.12,7.15,basket,0.0
gs,utah,1.11,7.65,basket,0.0
gs,lal,1.09,7.9,basket,0.0
gs,utah,1.06,10.8,basket,0.0
gs,bkn,1.04,17.6,basket,0.0
gs,bos,7.5,1.1,basket,0.0
gs,min,8.0,1.1,basket,0.0
gs,utah,1.03,16.85,basket,0.0
gs,lac,12.98,1.04,basket,0.0
gs,tor,3.75,1.29,basket,0.0
gs,cle,3.85,1.29,basket,0.0
gs,sa,3.8,1.29,basket,0.0
gs,bos,3.8,1.29,basket,0.0
gs,den,3.9,1.29,basket,0.0
gs,lac,2.65,1.54,basket,0.0
gs,cle,1.25,4.17,basket,0.0
gs,ny,1.03,13.84,basket,0.0
gs,hou,4.44,1.23,basket,0.0
gs,ny,2.75,1.48,basket,0.0
gs,ny,2.8,1.48,basket,0.0
gs,sac,2.75,1.48,basket,0.0
gs,den,2.8,1.48,basket,0.0
gs,mem,1.93,1.98,basket,0.0
gs,orl,1.09,8.11,basket,0.0
gs,okc,1.09,8.11,basket,0.0
gs,hou,1.35,3.34,basket,0.0
gs,okc,5.25,1.17,basket,0.0
gs,utah,5.5,1.17,basket,0.0
gs,dal,3.0,1.42,basket,0.0
gs,mem,3.0,1.42,basket,0.0
gs,lal,3.0,1.42,basket,0.0
gs,tor,2.3,1.67,basket,0.0
gs,sa,2.3,1.67,basket,0.0
gs,sac,1.37,3.22,basket,0.0
gs,mem,1.16,5.69,basket,0.0
gs,por,7.0,1.11,basket,0.0
gs,lac,7.0,1.11,basket,0.0
gs,den,7.45,1.11,basket,0.0
gs,bos,7.5,1.11,basket,0.0
gs,min,3.4,1.36,basket,0.0
gs,sa,2.45,1.61,basket,0.0
gs,bos,2.45,1.61,basket,0.0
gs,chi,2.45,1.61,basket,0.0
gs,chi,2.45,1.61,basket,0.0
gs,bkn,2.45,1.61,basket,0.0
gs,hou,1.77,2.1,basket,0.0
gs,cha,1.77,2.1,basket,0.0
gs,okc,1.77,2.1,basket,0.0
gs,utah,1.77,2.1,basket,0.0
gs,mil,1.77,2.1,basket,0.0
gs,lal,1.77,2.1,basket,0.0
gs,phi,1.77,2.1,basket,0.0
gs,sa,1.77,2.1,basket,0.0
gs,min,1.65,2.35,basket,0.0
gs,phx,1.65,2.35,basket,0.0
gs,lac,1.63,2.35,basket,0.0
gs,hou,1.65,2.35,basket,0.0
gs,phi,1.56,2.6,basket,0.0
gs,ny,1.56,2.6,basket,0.0
gs,sac,1.53,2.6,basket,0.0
gs,sa,1.53,2.6,basket,0.0
gs,det,1.54,2.6,basket,0.0
gs,lac,1.56,2.6,basket,0.0
gs,dal,1.44,2.85,basket,0.0
gs,ind,1.44,2.85,basket,0.0
gs,lal,1.4,3.1,basket,0.0
gs,sa,1.4,3.1,basket,0.0
gs,cle,1.4,3.1,basket,0.0
gs,sa,1.4,3.1,basket,0.0
gs,por,1.4,3.1,basket,0.0
gs,min,1.38,3.1,basket,0.0
gs,lac,1.4,3.1,basket,0.0
gs,cle,1.4,3.1,basket,0.0
gs,dal,1.4,3.1,basket,0.0
gs,dal,1.36,3.35,basket,0.0
gs,tor,1.36,3.35,basket,0.0
gs,atl,1.35,3.35,basket,0.0
gs,bkn,1.31,3.6,basket,0.0
gs,sac,1.31,3.6,basket,0.0
gs,no,1.3,3.6,basket,0.0
gs,okc,1.3,3.6,basket,0.0
gs,lal,1.32,3.6,basket,0.0
gs,hou,1.32,3.6,basket,0.0
gs,bkn,1.31,3.6,basket,0.0
gs,utah,1.32,3.6,basket,0.0
gs,mem,1.32,3.6,basket,0.0
gs,hou,1.28,3.85,basket,0.0
gs,min,1.29,3.85,basket,0.0
gs,cle,1.28,3.85,basket,0.0
gs,orl,1.26,4.2,basket,0.0
gs,mem,1.26,4.2,basket,0.0
gs,sa,1.26,4.2,basket,0.0
gs,cle,1.26,4.2,basket,0.0
gs,bkn,1.23,4.7,basket,0.0
gs,utah,1.22,4.7,basket,0.0
gs,mia,1.22,4.7,basket,0.0
gs,cle,1.22,4.7,basket,0.0
gs,sac,1.21,4.7,basket,0.0
gs,atl,1.2,4.95,basket,0.0
gs,hou,1.19,5.2,basket,0.0
gs,sac,1.13,6.2,basket,0.0
gs,mem,1.14,6.2,basket,0.0
gs,ind,1.13,6.95,basket,0.0
gs,mil,1.08,9.4,basket,0.0
gs,bos,2.05,1.8,basket,0.0
gs,phx,2.05,1.8,basket,0.0
gs,dal,2.05,1.8,basket,0.0
gs,utah,2.05,1.8,basket,0.0
gs,sa,2.05,1.8,basket,0.0
gs,den,2.05,1.8,basket,0.0
gs,tor,2.05,1.8,basket,0.0
gs,hou,2.05,1.8,basket,0.0
gs,ind,2.05,1.8,basket,0.0
gs,phi,2.05,1.8,basket,0.0
gs,lac,2.05,1.8,basket,0.0
gs,utah,2.05,1.8,basket,0.0
gs,min,2.05,1.8,basket,0.0
gs,sac,2.05,1.8,basket,0.0
gs,mem,2.05,1.8,basket,0.0
gs,ind,2.05,1.8,basket,0.0
gs,utah,1.11,7.21,basket,0.0
gs,hou,4.2,1.24,basket,0.0
gs,cha,2.15,1.74,basket,0.0
gs,phx,2.15,1.74,basket,0.0
gs,bos,2.15,1.74,basket,0.0
gs,mem,2.15,1.74,basket,0.0
gs,utah,2.15,1.74,basket,0.0
gs,cle,2.15,1.74,basket,0.0
gs,tor,2.15,1.74,basket,0.0
gs,hou,2.15,1.74,basket,0.0
gs,den,1.17,5.47,basket,0.0
gs,cle,1.17,5.47,basket,0.0
gs,orl,5.35,1.18,basket,0.0
gs,mem,2.95,1.43,basket,0.0
gs,den,2.95,1.43,basket,0.0
gs,hou,2.9,1.43,basket,0.0
